1879312839	16022	western_gondor	-57.2	-62.5
1879312839	16023	western_gondor	-60.6	-64.1
1879312839	16024	western_gondor	-60.7	-66.1
1879312839	16025	western_gondor	-61.8	-69.5
1879312839	16026	western_gondor	-60.1	-66.9
1879312839	16027	western_gondor	-59.2	-68.5
1879312839	16124	western_gondor	-60.5	-57.7
1879312839	16125	western_gondor	-62.5	-60.5
1879312839	16126	western_gondor	-65.2	-61.0
1879312839	16127	western_gondor	-72.9	-57.5
1879312839	16128	western_gondor	-67.4	-54.5
1879312839	16129	western_gondor	-65.6	-59.4
1879312839	16232	western_gondor	-75.4	-59.4
1879312839	16233	western_gondor	-76.5	-62.8
1879312839	16234	western_gondor	-77.2	-69.4
1879312839	16235	western_gondor	-76.5	-73.6
1879312839	16236	western_gondor	-78.9	-69.5
1879312839	16237	western_gondor	-73.6	-64.8
1879316273	1347	central_gondor	-78.9	-47.3
1879316273	1348	central_gondor	-77.8	-45.9
1879316273	1349	central_gondor	-86.7	-50.1
1879316273	1350	central_gondor	-81.3	-53.0
1879316273	1351	central_gondor	-84.3	-52.2
1879316273	1415	central_gondor	-79.7	-42.7
1879316273	1416	central_gondor	-76.6	-44.0
1879316273	1417	central_gondor	-75.7	-41.4
1879316273	1418	central_gondor	-77.5	-36.4
1879316273	1419	central_gondor	-78.4	-33.0
1879316273	1420	central_gondor	-85.7	-40.1
1879316273	1421	central_gondor	-85.6	-43.2
1879316273	1485	central_gondor	-84.3	-34.9
1879316273	1486	central_gondor	-83.0	-33.8
1879316273	1487	central_gondor	-84.4	-33.8
1879316273	1488	central_gondor	-83.7	-31.1
1879316273	1647	central_gondor	-71.4	-53.5
1879316273	1648	central_gondor	-74.1	-51.4
1879316273	1649	central_gondor	-76.3	-49.6
1879316273	1650	central_gondor	-71.4	-47.4
1879321681	7592	forochel	10.4	-65.7
1879321681	7593	forochel	8.1	-78.9
1879321681	7594	forochel	13.9	-75.4
1879321681	7595	forochel	9.0	-70.8
1879321681	7596	forochel	4.9	-77.3
1879321681	7597	forochel	6.2	-79.7
1879321681	7598	forochel	9.2	-82.2
1879321681	7599	forochel	15.6	-88.2
1879321681	7600	forochel	20.1	-85.2
1879321681	7601	forochel	20.2	-74.1
1879321681	7602	forochel	12.6	-69.7
1879321681	7603	forochel	15.7	-68.1
1879321682	382	angmar	7.2	-30.4
1879321682	383	angmar	4.7	-29.2
1879321682	384	angmar	3.9	-39.9
1879321682	385	angmar	6.3	-37.9
1879321682	386	angmar	12.2	-29.5
1879321682	387	angmar	12.1	-27.3
1879321682	388	angmar	13.0	-25.4
1879321682	389	angmar	9.5	-22.9
1879321682	390	angmar	4.5	-21.1
1879321682	391	angmar	-1.6	-23.2
1879321682	392	angmar	-0.7	-36.5
1879321682	393	angmar	10.3	-14.3
1879321683	9401	misty_mountains	-20.5	-3.4
1879321683	9402	misty_mountains	-20.8	5.1
1879321683	9403	misty_mountains	-21.8	8.8
1879321683	9404	misty_mountains	-23.0	2.6
1879321683	9405	misty_mountains	-23.3	-4.3
1879321683	9406	misty_mountains	-23.8	-2.3
1879321683	9407	misty_mountains	-23.9	7.4
1879321683	9408	misty_mountains	-25.0	-0.6
1879321683	9409	misty_mountains	-26.1	9.6
1879321683	9410	misty_mountains	-28.3	6.7
1879321683	9411	misty_mountains	-28.5	4.1
1879321683	9412	misty_mountains	-31.4	0.4
1879323086	4230	eastern_gondor	-81.4	-25.5
1879323086	4231	eastern_gondor	-78.4	-32.3
1879323086	4232	eastern_gondor	-82.8	-28.6
1879323086	4311	eastern_gondor	-81.2	-24.3
1879323086	4312	eastern_gondor	-76.0	-21.0
1879323086	4313	eastern_gondor	-78.5	-22.3
1879323086	4314	eastern_gondor	-75.0	-25.0
1879323086	4315	eastern_gondor	-71.9	-21.3
1879323086	4441	eastern_gondor	-73.1	-14.3
1879323086	4442	eastern_gondor	-74.4	-9.9
1879323086	4443	eastern_gondor	-65.6	-8.8
1879323086	4444	eastern_gondor	-78.8	-18.8
1879323086	4445	eastern_gondor	-70.7	-4.1
1879323086	4446	eastern_gondor	-75.8	-10.9
1879323086	4503	eastern_gondor	-63.8	-10.3
1879323086	4504	eastern_gondor	-64.6	-9.1
1879323086	4505	eastern_gondor	-62.7	-10.0
1879323086	4506	eastern_gondor	-61.1	-8.7
1879325773	11803	north_downs	-16.6	-37.5
1879325773	11804	north_downs	-11.2	-33.7
1879325773	11805	north_downs	-9.9	-58.4
1879325773	11806	north_downs	-6.9	-47.8
1879325773	11807	north_downs	-6.0	-43.4
1879325773	11808	north_downs	-6.7	-53.3
1879325773	11809	north_downs	-13.7	-51.6
1879325773	11810	north_downs	-15.4	-36.2
1879325773	11811	north_downs	-8.6	-40.1
1879325773	11812	north_downs	-16.3	-41.0
1879325773	11813	north_downs	-16.4	-53.8
1879325773	11814	north_downs	-19.1	-46.3
1879325781	7028	evendim	-7.5	-68.3
1879325781	7029	evendim	-15.8	-69.9
1879325781	7030	evendim	-17.2	-65.6
1879325781	7031	evendim	-19.7	-64.6
1879325781	7032	evendim	-20.2	-60.7
1879325781	7033	evendim	-8.7	-67.0
1879325781	7034	evendim	-4.2	-65.6
1879325781	7035	evendim	-7.9	-61.8
1879325781	7036	evendim	-8.1	-75.3
1879325781	7037	evendim	-13.8	-73.6
1879325781	7038	evendim	-9.4	-63.0
1879325781	7039	evendim	-11.9	-72.3
1879325782	13143	southern_mirkwood	-19.5	-48.4
1879325782	13144	southern_mirkwood	-19.3	-43.6
1879325782	13145	southern_mirkwood	-16.4	-42.5
1879325782	13146	southern_mirkwood	-15.9	-59.3
1879325782	13147	southern_mirkwood	-12.4	-54.6
1879325782	13148	southern_mirkwood	-8.7	-51.8
1879325782	13149	southern_mirkwood	-14.8	-41.7
1879325782	13150	southern_mirkwood	-12.2	-45.4
1879325782	13151	southern_mirkwood	-13.4	-52.6
1879325782	13152	southern_mirkwood	-11.2	-56.2
1879325782	13153	southern_mirkwood	-17.3	-61.7
1879325782	13154	southern_mirkwood	-19.0	-57.5
1879332147	7188	far_anorien	-53.7	-19.5
1879332147	7189	far_anorien	-45.6	-19.7
1879332147	7190	far_anorien	-48.5	-22.7
1879332147	7191	far_anorien	-48.9	-24.2
1879332147	7192	far_anorien	-44.2	-29.0
1879332147	7193	far_anorien	-48.9	-30.1
1879332147	7326	far_anorien	-45.6	-35.9
1879332147	7327	far_anorien	-43.9	-47.1
1879332147	7328	far_anorien	-47.9	-39.5
1879332147	7329	far_anorien	-43.9	-42.0
1879332147	7330	far_anorien	-48.5	-34.0
1879332147	7331	far_anorien	-46.6	-32.6
1879332147	7332	far_anorien	-48.6	-32.0
1879332147	7333	far_anorien	-40.5	-38.9
1879332147	7334	far_anorien	-45.4	-41.7
1879332147	7335	far_anorien	-46.6	-47.3
1879338629	9252	post_pelennor_north_ithilien	-59.5	-6.1
1879338629	9253	post_pelennor_north_ithilien	-56.7	-7.3
1879338629	9254	post_pelennor_north_ithilien	-56.4	-8.1
1879338629	9255	post_pelennor_north_ithilien	-56.4	-5.0
1879338629	9256	post_pelennor_north_ithilien	-53.1	-7.6
1879338629	9257	post_pelennor_north_ithilien	-51.3	-8.2
